Site,Year,Month,Day,Julday,season,Precip,Wsmean,Tmean,Rhumean,Rhumin,Sunhour,Tmin,Tmax,Rs,Ra,ET0
54539,2008,1,9,9,4,0.0,3.8,-3.6,41,22,7.8,-6.0,-0.3,8.62,14.752975778990029,1.479783886780254
54539,2008,1,10,10,4,0.0,1.0,-4.2,53,44,2.7,-8.2,0.5,5.24,14.843720326606162,0.6702123066411202
54539,2008,1,11,11,4,0.0,2.7,-2.0,52,28,6.4,-5.3,2.4,7.35,14.938787393613797,1.2326776507987436
54539,2008,1,12,12,4,0.0,2.7,-5.6,24,13,7.1,-8.4,-1.2,8.95,15.038153703494276,1.435836949932778
54539,2008,1,13,13,4,0.0,1.8,-8.3,29,17,2.5,-10.0,-5.8,6.69,15.141794512437663,0.9084249811972848
54539,2008,1,14,14,4,0.0,1.7,-8.2,42,29,1.6,-11.8,-3.8,6.28,15.249683576241885,0.8038842401588278
54539,2008,1,15,15,4,0.0,1.3,-7.4,50,34,6.1,-10.4,-2.7,6.98,15.361793117747894,0.6987835581779788
54539,2008,1,16,16,4,0.0,1.6,-7.0,43,14,8.0,-10.4,-2.5,10.03,15.478093795009544,0.8248732428967404
54539,2008,1,17,17,4,1.1,1.0,-6.9,69,35,0.0,-11.1,-3.1,3.87,15.598554670393286,0.462961793418951
54539,2008,1,18,18,4,0.0,1.0,-9.2,84,70,0.0,-14.1,-2.8,4.7,15.723143180799568,0.39767599755817534
54539,2008,1,19,19,4,0.0,1.7,-6.8,87,80,0.0,-12.5,-2.7,3.19,15.85182510919246,0.3423599582996559
54539,2008,1,20,20,4,0.0,3.9,-4.5,46,29,7.5,-6.8,-1.7,9.04,15.984564557619029,1.3269559452242967
54539,2008,1,21,21,4,0.0,2.4,-5.6,28,15,7.0,-8.7,-2.0,9.75,16.121323921893463,1.2682494836606555
54539,2008,1,22,22,4,0.0,1.3,-4.4,50,30,0.0,-7.7,-1.2,5.42,16.262063868113742,0.7711802281442077
54539,2008,1,23,23,4,0.0,2.5,-7.0,25,17,8.3,-10.7,-3.3,10.89,16.40674331117178,1.2258761389063706
54539,2008,1,24,24,4,0.0,1.6,-8.0,28,13,8.3,-12.4,-1.3,10.74,16.555319395408883,1.0358877733719596
54539,2008,1,25,25,4,0.0,0.8,-6.1,38,22,4.8,-10.1,-0.4,6.41,16.707747477560552,0.7186314900543692
54539,2008,1,26,26,4,0.0,1.7,-4.9,46,28,8.4,-7.8,0.0,10.9,16.86398111212492,1.0210531791238797
54539,2008,1,27,27,4,0.0,1.5,-4.9,63,26,7.3,-10.6,2.5,8.89,17.02397203928007,0.8669973003660605
54539,2008,1,28,28,4,0.0,2.0,-3.2,56,29,6.1,-6.3,0.7,7.85,17.18767017546524,0.9991892524805418
54539,2008,1,29,29,4,0.0,1.5,-4.4,45,25,5.0,-6.6,0.5,8.16,17.355023606731205,1.035063610184021
54539,2008,1,30,30,4,0.0,1.9,-6.0,27,17,8.3,-9.9,-0.3,11.45,17.52597858495446,1.2647308240466537
54539,2008,1,31,31,4,0.0,1.2,-4.7,34,19,8.2,-9.1,1.5,10.84,17.700479526999466,1.029893462767802
54539,2008,2,1,32,4,0.0,1.7,-4.0,32,17,8.2,-8.8,2.5,11.22,17.87846901690263,1.3086722622117313
54539,2008,2,2,33,4,0.0,1.6,-3.7,44,15,7.9,-9.2,3.1,11.04,18.059887811140754,1.1697751623858135
54539,2008,2,3,34,4,0.0,1.4,-4.5,51,21,8.0,-8.2,1.5,11.27,18.244674847036162,1.0047542964847482
54539,2008,2,4,35,4,0.0,1.9,-4.9,73,49,2.4,-8.6,0.2,8.13,18.43276725433984,0.7805428863906052
54539,2008,2,5,36,4,0.3,1.7,-4.0,79,59,0.0,-6.4,-0.5,5.78,18.624100370023136,0.6453017069732798
54539,2008,2,6,37,4,0.0,1.5,-5.9,48,19,8.5,-11.6,0.3,12.16,18.818607756298057,0.9847681655177293
54539,2008,2,7,38,4,0.0,1.7,-5.1,54,28,7.1,-10.4,0.9,12.29,19.016221221875615,1.0222947591403566
54539,2008,2,8,39,4,0.0,1.5,-4.8,57,26,7.3,-8.8,1.2,10.21,19.216870846461177,0.9806223150605183
54539,2008,2,9,40,4,0.0,2.3,-3.8,41,20,8.2,-8.7,2.4,12.44,19.42048500847568,1.4543218756354892
54539,2008,2,10,41,4,0.0,1.5,-1.0,38,13,8.8,-7.1,6.4,12.53,19.6269904159815,1.4714878644898504
54539,2008,2,11,42,4,0.0,3.1,-2.3,14,9,8.0,-5.4,1.8,12.47,19.836312140781757,2.1802211916644376
54539,2008,2,12,43,4,0.0,2.9,-6.4,17,8,8.5,-12.0,0.2,13.92,20.04837365565258,1.7684967183712386
54539,2008,2,13,44,4,0.0,2.2,-3.7,30,12,9.0,-9.8,4.3,13.57,20.26309687465822,1.738062000881803
54539,2008,2,14,45,4,0.0,1.9,-1.9,37,14,8.7,-6.9,5.7,12.88,20.480402196489965,1.6852497360042524
54539,2008,2,15,46,4,0.0,2.4,-3.1,57,30,9.2,-7.4,2.9,13.89,20.700208550760927,1.368239930573434
54539,2008,2,16,47,4,0.0,2.1,-2.3,55,14,8.7,-7.9,4.8,13.35,20.92243344718068,1.4329453362040552
54539,2008,2,17,48,4,0.0,2.1,-2.5,58,30,8.8,-6.9,3.6,13.91,21.146993027524896,1.3559549144425653
54539,2008,2,18,49,4,0.0,1.4,-1.6,66,27,3.1,-5.4,3.8,10.69,21.373802120308063,1.0728629539019556
54539,2008,2,19,50,4,0.0,1.4,1.7,61,17,7.3,-3.4,11.1,11.59,21.602774298059302,1.5988283667009549
54539,2008,2,20,51,4,0.0,2.3,0.7,59,27,8.6,-4.5,8.1,14.09,21.833821937094445,1.7395354782812105
54539,2008,2,21,52,4,0.0,1.4,1.7,78,43,5.9,-3.9,9.9,10.14,22.066856279670855,1.2436966453469696
54539,2008,2,22,53,4,1.0,3.8,0.4,56,31,6.1,-2.8,4.9,12.12,22.301787498404842,1.8409207690811995
54539,2008,2,23,54,4,0.0,1.7,-2.5,38,15,9.3,-4.8,1.2,15.79,22.538524762825613,1.516552950240515
54539,2008,2,24,55,4,0.0,1.6,-3.0,50,31,0.0,-6.5,1.2,8.84,22.77697630793428,1.1656772018700663
54539,2008,2,25,56,4,0.9,2.1,-1.6,78,58,0.0,-3.3,1.2,5.74,23.01704950463078,0.8443698985613792
54539,2008,2,26,57,4,0.0,2.5,0.8,45,13,9.5,-3.4,6.7,16.04,23.25865093186718,2.0534609499795806
54539,2008,2,27,58,4,0.0,2.3,4.7,33,13,9.6,-1.8,14.5,15.93,23.501686450381154,2.98844391883777
54539,2008,2,28,59,4,0.0,3.3,6.1,41,9,8.4,0.8,15.3,14.67,23.74606127785954,3.4658239518891008
54539,2008,2,29,60,4,0.0,2.4,5.3,28,12,9.4,0.3,10.9,16.86,23.991680065378116,2.8050502823565995
54539,2008,3,1,61,1,0.0,1.4,4.2,57,28,7.0,-1.3,11.3,12.49,24.238446974960873,1.7518414558790072
54539,2008,3,2,62,1,0.0,2.2,5.0,43,19,6.1,1.9,10.6,13.26,24.48626575809897,2.410452087976833
54539,2008,3,3,63,1,0.0,2.3,4.3,35,17,9.5,-0.2,10.2,17.23,24.735039835067514,2.617592456275231
54539,2008,3,4,64,1,0.0,1.6,3.1,45,20,9.8,-3.0,10.5,17.17,24.98467237487628,2.116063165332993
54539,2008,3,5,65,1,0.0,1.4,5.4,52,32,9.1,-1.7,12.8,14.37,25.235066375689133,1.994050793592286
54539,2008,3,6,66,1,0.0,2.5,5.5,33,17,9.7,0.6,11.5,18.08,25.486124745545762,2.939267580321434
54539,2008,3,7,67,1,0.0,2.4,5.5,46,14,9.8,-0.9,14.9,16.49,25.737750383218962,2.942196634826332
54539,2008,3,8,68,1,0.0,2.1,6.9,50,22,5.9,0.9,13.0,12.62,25.98984625904046,2.32423326923562
54539,2008,3,9,69,1,0.0,2.1,7.8,63,39,5.6,3.9,14.4,11.82,26.242315495528416,2.267495990456984
54539,2008,3,10,70,1,0.0,3.9,9.5,65,36,8.5,4.7,18.5,15.15,26.49506144765097,3.4996499428088956
54539,2008,3,11,71,1,0.0,6.0,7.3,57,35,6.3,5.8,9.8,12.18,26.74798778256067,2.9136902999677186
54539,2008,3,12,72,1,0.0,3.0,6.0,85,70,0.0,3.4,8.3,4.5,27.000998558636965,0.9604482861732739
54539,2008,3,13,73,1,0.0,1.7,7.1,51,13,8.6,4.5,12.9,17.78,27.25399830367526,2.5853334514201847
54539,2008,3,14,74,1,0.0,3.1,5.3,52,15,8.3,-0.9,10.9,16.09,27.50689209206422,2.5273518428076676
54539,2008,3,15,75,1,0.0,2.1,9.6,47,11,9.8,4.5,16.3,17.76,27.75958562079519,3.0981799738547666
54539,2008,3,16,76,1,0.0,2.6,7.3,42,14,10.0,2.1,12.4,18.49,28.011985284151336,2.9954441306659505
54539,2008,3,17,77,1,0.0,2.1,8.2,56,29,8.1,3.7,15.0,14.36,28.263998246927713,2.647858035951776
54539,2008,3,18,78,1,4.6,3.0,4.5,80,50,0.0,1.5,8.5,1.18,28.515532516037283,1.0806515931495118
54539,2008,3,19,79,1,0.0,1.5,3.7,54,17,10.2,-1.7,11.0,19.01,28.76649701036285,2.274276145054102
54539,2008,3,20,80,1,0.0,1.5,6.0,55,24,8.0,1.0,12.4,14.84,29.016801628719197,2.207184039865224
54539,2008,3,21,81,1,0.0,1.4,6.5,69,44,1.6,4.2,10.9,8.85,29.266357315795247,1.6235498770462715
54539,2008,3,22,82,1,0.0,1.9,8.3,78,46,8.3,3.7,15.1,15.35,29.51507612595152,2.194296120864696
54539,2008,3,23,83,1,0.0,2.6,10.3,63,19,9.7,5.3,17.5,19.36,29.762871284754027,3.2282246444140488
54539,2008,3,24,84,1,0.0,3.2,8.7,21,14,10.9,3.2,12.6,20.74,30.009657248131845,4.010937589317733
54539,2008,3,25,85,1,0.0,2.3,7.4,30,22,6.0,4.4,12.0,14.93,30.255349759052336,3.19743811969066
54539,2008,3,26,86,1,0.0,2.4,7.8,32,10,9.6,1.8,14.9,20.09,30.499865901614555,3.6157215382214623
54539,2008,3,27,87,1,0.0,2.8,6.7,47,24,7.9,3.2,12.2,18.54,30.743124152468475,3.1489308949548063
54539,2008,3,28,88,1,2.7,2.4,4.6,69,39,0.5,2.1,8.9,5.75,30.985044429475103,1.5866732910078818
54539,2008,3,29,89,1,4.5,2.0,4.4,89,72,0.0,2.5,7.6,4.41,31.225548137529824,0.9234976988582816
54539,2008,3,30,90,1,0.0,2.2,7.7,69,33,7.2,4.3,14.0,15.69,31.46455821147929,2.5130113324941727
54539,2008,3,31,91,1,0.0,2.2,9.0,54,21,10.0,2.5,16.6,20.14,31.70199915607,3.2585106626399214
54539,2008,4,1,92,1,0.8,1.7,8.1,74,37,0.0,5.9,13.8,5.06,31.93779708287472,1.6489802623566143
54539,2008,4,2,93,1,1.5,4.1,10.7,42,17,10.8,4.8,17.2,21.33,32.17187974415116,4.509608512234927
54539,2008,4,3,94,1,0.0,2.3,10.5,40,19,11.5,2.2,17.1,22.46,32.40417656359578,3.7583089390411355
54539,2008,4,4,95,1,0.0,2.1,14.1,47,14,10.4,7.5,22.6,20.16,32.63461866396373,4.2016619104371955
54539,2008,4,5,96,1,0.0,3.6,14.7,51,26,8.9,6.9,22.1,18.5,32.863138891534824,4.498888696618711
54539,2008,4,6,97,1,6.5,2.2,10.0,89,32,0.0,9.2,16.4,3.72,33.08967183741361,1.6313283799620237
54539,2008,4,7,98,1,0.0,1.8,10.0,91,72,5.1,7.7,16.4,14.7,33.31415385566023,2.19410641730985
54539,2008,4,8,99,1,0.0,3.8,8.8,87,69,5.1,6.2,15.4,14.88,33.53652307825757,2.449261603742562
54539,2008,4,9,100,1,0.0,1.5,11.6,76,51,3.4,7.0,18.4,11.88,33.75671942692827,2.2717684248113073
54539,2008,4,10,101,1,0.6,1.6,10.4,59,31,2.8,7.1,15.5,11.39,33.97468462182395,2.4415225854843943
54539,2008,4,11,102,1,3.7,1.3,10.2,61,28,8.8,6.8,15.0,20.29,34.190362187117024,2.9096566495520864
54539,2008,4,12,103,1,0.0,1.6,11.2,48,25,0.0,8.6,15.5,10.43,34.40369745353416,2.654960914852962
54539,2008,4,13,104,1,0.0,3.2,13.5,66,39,10.6,7.0,21.3,22.13,34.6146375578778,4.09027477477319
54539,2008,4,14,105,1,0.0,2.8,16.5,66,35,10.2,11.4,22.6,20.96,34.82313143959092,4.1074128489346196
54539,2008,4,15,106,1,0.0,2.8,16.4,60,28,10.3,12.0,22.4,20.65,35.0291298344271,4.354356671529052
54539,2008,4,16,107,1,0.0,2.3,15.7,62,31,9.2,10.1,23.1,18.51,35.23258526529605,3.9538971103031035
54539,2008,4,17,108,1,0.0,2.5,17.2,51,30,8.8,10.4,25.3,19.67,35.4334520303615,4.761074043405556
54539,2008,4,18,109,1,0.0,2.2,18.5,46,30,8.4,13.1,26.4,16.86,35.63168618847575,4.745688746250735
54539,2008,4,19,110,1,0.0,2.9,15.6,59,30,8.4,10.6,21.6,20.5,35.82724554204135,4.2731933518454195
54539,2008,4,20,111,1,6.3,2.5,13.3,76,56,0.0,10.2,16.8,3.64,36.02008961739703,1.685768118575777
54539,2008,4,21,112,1,12.2,3.9,11.8,91,83,0.0,11.2,13.8,0.3,36.21017964283093,0.9860830834740478
54539,2008,4,22,113,1,0.4,2.5,12.7,76,45,4.4,10.3,17.2,12.33,36.39747852432935,2.5751229777673292
54539,2008,4,23,114,1,0.0,3.2,11.7,39,20,10.5,4.8,18.0,23.46,36.58195081917514,4.63401977589134
54539,2008,4,24,115,1,0.0,2.9,12.0,55,24,9.4,6.6,16.5,21.31,36.76356270751397,3.7138713673772474
54539,2008,4,25,116,1,1.0,2.8,10.5,68,42,4.0,8.4,14.5,9.71,36.942281962011286,2.4848133647444923
54539,2008,4,26,117,1,0.0,2.0,13.2,48,14,10.6,5.5,20.8,22.64,37.118077915726715,4.183664194401958
54539,2008,4,27,118,1,0.0,3.1,12.7,49,16,10.8,8.0,18.9,24.59,37.290921428336006,4.692607776372809
54539,2008,4,28,119,1,0.0,3.8,14.1,59,43,10.0,9.1,20.6,21.19,37.46078485083327,4.54105573269965
54539,2008,4,29,120,1,0.0,3.2,19.8,59,41,10.6,12.8,26.3,21.18,37.62764198884915,5.027024821727427
54539,2008,4,30,121,1,0.0,2.7,18.7,65,40,9.1,14.2,26.6,19.28,37.79146806472183,4.7843720815266995
54539,2008,5,1,122,1,0.0,4.3,14.0,87,77,1.1,11.8,16.4,11.46,37.95223967845977,1.9977695510761975
54539,2008,5,2,123,1,0.0,2.2,19.0,82,68,0.0,12.5,23.9,10.17,38.10993476773519,2.293544023346457
54539,2008,5,3,124,1,5.6,3.4,16.6,84,74,0.0,15.0,21.6,10.66,38.26453256704824,2.8459352101409725
54539,2008,5,4,125,1,11.2,1.7,16.4,62,23,10.7,11.2,22.8,25.33,38.41601356620089,4.432934396686658
54539,2008,5,5,126,1,0.0,3.1,17.9,53,22,11.4,9.8,24.7,25.91,38.56435946821928,5.378341888464461
54539,2008,5,6,127,1,0.0,2.7,20.4,62,31,8.2,15.7,27.4,20.33,38.709553146861296,5.07527810600688
54539,2008,5,7,128,1,0.0,2.6,15.7,63,34,0.0,13.8,18.5,3.41,38.851578603844814,2.4042085444099244
54539,2008,5,8,129,1,0.0,1.9,17.4,51,13,11.2,11.6,23.4,24.58,38.990420925929,4.776882744561299
54539,2008,5,9,130,1,0.0,2.4,16.2,39,17,8.0,11.5,22.1,22.46,39.126066241978435,5.116630239564838
54539,2008,5,10,131,1,0.0,2.7,16.1,49,18,9.4,10.2,22.0,21.31,39.2585016801359,4.725247352974487
54539,2008,5,11,132,1,11.6,3.1,10.4,88,73,0.0,9.1,13.0,0.31,39.38771532522618,1.0019238188894335
54539,2008,5,12,133,1,7.7,3.4,10.0,88,74,0.0,8.6,12.3,4.02,39.513696176508,1.2279530296480217
54539,2008,5,13,134,1,0.0,1.8,13.6,75,52,8.7,8.6,17.8,21.79,39.636434105886664,3.2669847070375604
54539,2008,5,14,135,1,0.6,1.7,15.2,74,44,7.3,9.4,20.2,17.19,39.755919816694615,3.0283995636805248
54539,2008,5,15,136,1,0.0,2.0,16.7,78,52,8.7,12.8,22.5,22.81,39.87214480314068,3.958065247405023
54539,2008,5,16,137,1,0.0,2.0,16.3,85,45,9.0,11.0,24.4,22.68,39.98510131052332,3.937575550872521
54539,2008,5,17,138,1,0.0,2.6,15.4,84,68,0.0,12.7,18.4,10.7,40.09478229629593,2.17201446434184
54539,2008,5,18,139,1,0.0,2.6,16.7,62,15,10.8,10.7,23.1,25.17,40.20118139206574,4.776491343046053
54539,2008,5,19,140,1,0.0,2.3,16.5,52,15,10.4,11.1,24.2,25.58,40.3042928666007,5.27023945679951
54539,2008,5,20,141,1,0.0,3.4,20.7,54,35,8.4,13.2,28.2,21.49,40.40411158991113,5.817916502561573
54539,2008,5,21,142,1,0.0,3.2,22.0,31,12,11.9,16.5,28.4,26.35,40.50063299846566,7.465206780718417
54539,2008,5,22,143,1,0.0,3.9,19.9,53,37,10.9,15.6,25.3,21.77,40.59385306159313,5.868581733152211
54539,2008,5,23,144,1,0.0,3.2,19.0,77,59,9.8,14.5,24.7,21.92,40.68376824911441,4.340161218886353
54539,2008,5,24,145,1,0.0,2.8,18.8,87,67,6.5,16.0,24.0,16.95,40.77037550024058,3.3818173213672864
54539,2008,5,25,146,1,0.0,3.0,19.2,85,20,9.7,16.6,32.1,24.95,40.85367219376581,6.353069060991393
54539,2008,5,26,147,1,0.0,3.3,20.4,80,65,9.7,15.4,25.0,21.65,40.93365611957596,4.0673176329538965
54539,2008,5,27,148,1,0.0,1.5,24.9,48,14,7.0,19.5,30.6,17.75,41.01032545148657,4.794788217656509
54539,2008,5,28,149,1,0.0,2.2,22.8,22,10,10.4,19.1,28.3,23.76,41.08367872141618,6.748212339776731
54539,2008,5,29,150,1,0.0,3.1,20.8,29,12,9.6,16.6,25.6,23.64,41.15371479489453,6.829295911896084
54539,2008,5,30,151,1,0.0,3.0,20.1,28,13,13.1,12.7,27.1,27.47,41.220432847898174,7.108808060947287
54539,2008,5,31,152,1,0.0,2.3,21.5,48,28,6.1,15.7,26.9,18.22,41.28383234499979,4.9940571864053425
54539,2008,6,1,153,2,0.0,3.6,21.4,56,35,8.0,18.6,26.1,20.1,41.34391301881185,5.752185915133267
54539,2008,6,2,154,2,0.0,2.7,18.3,56,32,10.5,13.6,23.7,24.34,41.400674850699616,5.18316191171093
54539,2008,6,3,155,2,0.0,3.5,17.4,77,54,5.5,13.7,20.9,18.75,41.45411805273387,3.5132658371968457
54539,2008,6,4,156,2,0.0,2.9,17.6,81,60,5.8,15.7,21.5,14.1,41.50424305084928,3.1226708518997075
54539,2008,6,5,157,2,2.1,2.3,19.4,77,46,7.0,14.1,26.2,18.51,41.551050469170754,3.9846534167088627
54539,2008,6,6,158,2,0.0,2.6,19.9,76,46,3.6,16.7,24.8,17.65,41.59454111546687,3.932554500775234
54539,2008,6,7,159,2,0.3,2.2,20.1,80,52,5.2,16.1,25.5,14.62,41.634715967687384,3.3439969026151957
54539,2008,6,8,160,2,0.0,3.3,19.9,80,50,8.0,17.7,24.5,22.73,41.67157616153956,4.521691477757529
54539,2008,6,9,161,2,0.0,1.8,18.8,82,50,11.5,15.8,24.9,26.47,41.70512297905755,4.680299556264026
54539,2008,6,10,162,2,0.0,3.5,19.5,75,49,8.9,15.4,24.6,20.74,41.73535783811796,4.380028083543719
54539,2008,6,11,163,2,0.0,2.3,23.4,50,23,12.0,18.1,29.1,26.7,41.76228228285599,6.281702309728041
54539,2008,6,12,164,2,0.0,1.9,23.3,60,33,8.4,19.0,29.6,20.26,41.78589797493613,5.091756788790781
54539,2008,6,13,165,2,0.0,2.9,21.7,83,67,3.5,18.3,26.8,15.09,41.80620668563438,3.5828133118186285
54539,2008,6,14,166,2,0.0,3.5,19.9,84,50,4.7,18.2,24.7,18.15,41.823210288690106,3.9673611729964233
54539,2008,6,15,167,2,0.0,1.8,20.2,76,47,6.9,16.4,25.0,16.95,41.83691075388882,3.611378234338747
54539,2008,6,16,168,2,0.0,1.4,22.5,64,38,6.3,17.2,29.6,18.55,41.847310141340735,4.390094358265872
54539,2008,6,17,169,2,0.0,1.8,18.9,86,70,0.0,17.8,21.3,4.27,41.85441059642301,1.5705770948125608
54539,2008,6,18,170,2,0.0,1.7,20.9,77,54,7.0,17.4,26.0,19.9,41.8582143453589,4.066910141352748
54539,2008,6,19,171,2,0.0,3.1,24.9,70,46,7.8,20.0,30.0,20.85,41.858723691410574,5.216643442160812
54539,2008,6,20,172,2,0.0,2.9,25.1,76,53,8.7,21.9,30.1,20.71,41.8559410116682,5.067051357890299
54539,2008,6,21,173,2,0.0,2.3,22.3,87,73,1.9,20.4,26.2,11.73,41.849868754422545,2.880378871531865
54539,2008,6,22,174,2,0.0,2.3,25.5,76,40,8.2,19.1,34.0,20.16,41.840509437113994,5.2072689103929335
54539,2008,6,23,175,2,17.8,4.7,20.9,88,73,1.5,19.3,26.9,7.76,41.82786564485621,3.273243797049961
54539,2008,6,24,176,2,4.6,2.0,22.0,85,61,8.9,18.5,26.9,21.51,41.81194002953844,4.18117497620786
54539,2008,6,25,177,2,8.1,2.4,22.8,87,70,2.0,19.6,27.3,10.63,41.792735309515486,2.730321042635283
54539,2008,6,26,178,2,18.4,1.6,21.8,84,64,6.9,19.1,25.6,19.93,41.770254269900434,3.859658195663965
54539,2008,6,27,179,2,0.2,3.4,20.6,90,79,1.5,19.8,23.4,8.87,41.74449976347947,2.3578564305719345
54539,2008,6,28,180,2,10.3,2.4,22.5,86,54,8.1,19.3,28.0,21.0,41.71547471227409,4.3101400553891835
54539,2008,6,29,181,2,3.9,1.7,23.4,84,67,4.0,20.4,28.2,14.39,41.683182109779516,3.343578547296436
54539,2008,6,30,182,2,1.8,1.7,24.0,84,73,1.5,20.7,28.6,12.74,41.647625023913314,3.094747687874165
54539,2008,7,1,183,2,30.6,3.1,21.6,94,76,0.0,20.3,25.1,0.67,41.6088066007111,1.2051223318129243
54539,2008,7,2,184,2,0.0,2.2,21.9,89,76,1.2,19.5,25.2,13.44,41.56673006881018,2.825772055168399
54539,2008,7,3,185,2,0.3,1.5,26.1,84,69,8.1,21.0,31.0,22.14,41.521398744764134,4.592213065728838
54539,2008,7,4,186,2,0.0,1.9,26.5,83,50,7.2,23.1,32.8,22.36,41.47281603923379,5.127911283405328
54539,2008,7,5,187,2,31.9,2.3,23.3,93,84,0.0,22.4,24.7,0.93,41.42098546410134,0.8899227527072778
54539,2008,7,6,188,2,0.5,1.7,26.1,73,54,11.9,21.1,31.1,26.07,41.365910640555576,5.534710239517555
54539,2008,7,7,189,2,0.0,2.2,25.1,84,70,3.6,21.7,29.0,16.73,41.307595308195616,3.7408303423026754
54539,2008,7,8,190,2,2.6,2.8,22.8,94,88,0.0,22.1,24.1,3.63,41.24604333520109,1.2540282575612243
54539,2008,7,9,191,2,2.5,1.6,24.5,91,74,0.5,22.2,28.1,13.99,41.181258729614775,3.0287587189793905
54539,2008,7,10,192,2,0.0,1.7,25.2,89,66,6.8,21.8,29.8,19.31,41.1132456517822,4.0114026808521785
54539,2008,7,11,193,2,0.0,2.7,24.6,88,76,2.9,23.3,27.0,11.67,41.042008427990176,2.85513528417053
54539,2008,7,12,194,2,0.0,1.7,25.1,84,63,6.5,22.8,29.8,16.69,40.967551565343335,3.8678167468431672
54539,2008,7,13,195,2,0.0,1.4,27.3,78,53,11.0,21.8,32.4,21.9,40.889879767913705,4.800060272178362
54539,2008,7,14,196,2,0.0,1.7,26.4,76,46,1.8,24.2,30.2,12.64,40.80899795419416,3.513092112131843
54539,2008,7,15,197,2,121.2,2.9,21.7,94,82,0.0,19.3,25.1,2.91,40.72491127588206,1.2741538661129914
54539,2008,7,16,198,2,0.0,1.9,24.8,88,73,7.4,21.2,29.2,20.29,40.637625138013554,4.10388602022279
54539,2008,7,17,199,2,0.0,2.2,25.9,79,47,7.3,23.3,31.0,20.75,40.547145220463506,4.898755944164781
54539,2008,7,18,200,2,0.0,1.4,25.1,77,53,6.9,23.3,28.2,20.29,40.45347750081996,4.3609993838859955
54539,2008,7,19,201,2,0.0,2.9,25.3,76,51,11.5,21.4,29.2,25.21,40.35662827863479,5.33101071611372
54539,2008,7,20,202,2,0.0,2.5,25.7,72,55,11.4,22.0,29.0,22.82,40.25660420104647,5.073699304046364
54539,2008,7,21,203,2,23.7,1.7,24.9,81,52,7.3,22.0,30.6,17.33,40.15341228976234,4.105034797528055
54539,2008,7,22,204,2,0.0,1.8,27.1,79,55,7.5,22.1,32.3,21.54,40.04705996938174,4.814961324341343
54539,2008,7,23,205,2,0.0,1.8,26.8,83,67,2.7,24.5,30.1,14.89,39.93755509703308,3.585597169142245
54539,2008,7,24,206,2,0.0,1.5,25.6,82,56,10.5,21.1,30.4,21.65,39.82490599329055,4.492449209163544
54539,2008,7,25,207,2,0.0,1.7,27.7,79,63,2.3,23.8,32.2,17.44,39.70912147432885,4.192230647345235
54539,2008,7,26,208,2,0.0,1.5,27.3,84,72,0.0,25.6,30.6,14.2,39.59021088526645,3.463974182335897
54539,2008,7,27,209,2,0.0,2.0,26.4,80,66,8.6,23.3,29.6,20.58,39.468184134640566,4.458410005639764
54539,2008,7,28,210,2,0.0,2.7,27.0,87,63,6.1,23.5,31.3,17.38,39.343051729949636,3.974870450707073
54539,2008,7,29,211,2,34.1,2.3,25.8,88,73,3.4,22.7,27.6,10.71,39.21482481419198,2.39662442433249
54539,2008,7,30,212,2,0.0,2.4,25.7,88,77,0.0,23.3,28.4,10.65,39.08351520332218,2.622863429896659
54539,2008,7,31,213,2,3.9,3.3,25.6,92,79,2.4,24.5,28.4,12.86,38.94913542454051,3.0080452620914966
54539,2008,8,1,214,2,2.4,1.4,24.6,92,75,0.0,22.8,29.1,6.57,38.81169875532344,1.9500836746692927
54539,2008,8,2,215,2,0.0,1.9,25.8,66,32,11.7,20.7,31.5,26.52,38.67121926309843,5.804098347940834
54539,2008,8,3,216,2,0.0,2.2,27.4,75,54,11.3,22.2,33.2,23.86,38.52771184545934,5.490933041079282
54539,2008,8,4,217,2,0.0,2.5,28.5,77,43,11.1,25.0,32.4,24.66,38.381192270814495,5.613651458802833
54539,2008,8,5,218,2,0.0,2.2,27.9,76,52,10.1,25.2,32.6,23.09,38.23167721935384,5.481684063859822
54539,2008,8,6,219,2,0.0,2.0,26.3,86,70,3.8,22.9,30.3,15.85,38.079184324217906,3.5669544406727964
54539,2008,8,7,220,2,0.0,1.6,27.3,86,70,5.1,23.8,31.5,17.09,37.923732212746785,3.81463250491043
54539,2008,8,8,221,2,0.0,1.5,27.8,88,74,0.9,25.6,31.8,10.69,37.76534054768434,2.8011884835858396
54539,2008,8,9,222,2,0.0,2.7,27.4,80,55,4.4,25.7,30.5,17.71,37.60403006820978,4.407214120106501
54539,2008,8,10,223,2,0.0,2.6,27.3,84,64,7.1,24.0,31.4,20.73,37.43982263066635,4.592721438807435
54539,2008,8,11,224,2,0.0,3.1,25.8,90,74,0.7,24.8,29.8,8.52,37.27274124885488,2.777357769217384
54539,2008,8,12,225,2,0.0,2.3,25.4,84,70,3.2,23.2,28.3,12.23,37.102810133758865,3.034564813857662
54539,2008,8,13,226,2,0.0,1.9,26.2,77,50,8.7,23.1,30.8,19.43,36.93005473256664,4.4802988445455325
54539,2008,8,14,227,2,0.0,2.7,26.2,74,51,3.7,23.8,29.8,14.07,36.75450176685611,4.044956114974751
54539,2008,8,15,228,2,0.0,2.6,25.2,60,38,6.9,22.0,28.5,19.38,36.57617926980748,5.055849277913907
54539,2008,8,16,229,2,0.0,2.7,24.6,62,37,10.9,19.2,29.8,23.38,36.39511662231056,5.498258018074328
